0,27
0,30
0,31
0,27
0,35
0,39
0,38
0,58
18,42
49,62
73,63
92,23
82,84
37,18
7,48
0,50
0,72
0,64
0,53
0,43
0,35
0,41
0,34
0,29
0,27
0,27
0,22
0,19
0,27
0,40
0,47
0,86
22,40
69,07
102,20
118,33
79,70
40,66
7,26
1,08
1,26
1,16
1,05
0,99
0,98
0,95
0,92
0,92
0,93
0,90
0,92
0,87
0,94
1,07
1,42
1,14
18,12
66,82
102,72
118,03
81,58
45,93
13,82
0,79
0,93
0,86
0,83
0,79
0,66
0,67
0,69
0,76
0,82
0,82
0,78
0,73
0,69
0,74
0,67
0,89
22,98
83,80
122,50
152,98
140,31
108,47
36,44
1,45
0,57
0,50
0,35
0,30
0,25
0,22
0,19
0,18
0,18
0,24
0,34
0,30
0,33
0,47
0,52
1,23
33,57
116,77
195,26
193,54
161,09
106,37
34,07
0,97
0,98
0,82
0,79
0,70
0,63
0,61
0,53
0,58
0,57
0,60
0,58
0,57
0,58
0,62
0,69
1,26
33,39
131,13
248,75
320,21
302,08
173,01
35,34
2,08
0,84
0,68
0,52
0,49
0,50
0,42
0,40
0,39
0,39
0,39
0,34
0,21
0,21
0,26
0,26
1,73
67,29
234,99
390,40
402,38
364,88
190,93
42,56
0,82
0,57
0,50
0,39
0,29
0,26
0,23
0,18
0,17
0,22
0,21
0,23
0,25
0,29
0,42
0,44
1,59
63,08
223,44
374,21
502,48
466,98
276,83
74,14
1,82
0,77
0,60
0,39
0,29
0,24
0,20
0,19
0,19
0,16
0,14
0,13
0,16
0,21
0,48
0,44
1,72
40,69
119,73
214,43
264,06
215,88
137,89
41,28
0,91
0,58
0,48
0,33
0,25
0,22
0,18
0,15
0,17
0,14
0,13
0,14
0,21
0,26
0,43
0,51
1,03
35,65
146,73
232,46
249,18
226,44
145,65
44,22
1,00
0,60
0,48
0,32
0,25
0,21
0,17
0,15
0,16
0,15
0,16
0,16
0,21
0,26
0,47
0,45
2,05
72,16
250,68
439,36
509,24
483,60
320,66
107,89
3,76
0,79
0,58
0,41
0,31
0,24
0,19
0,17
0,19
0,18
0,19
0,17
0,22
0,31
0,40
0,46
5,10
88,38
299,08
465,36
553,38
506,88
324,13
101,30
6,24
0,83
0,72
0,67
0,55
0,51
0,54
0,55
0,48
0,48
0,52
0,59
0,55
0,48
0,53
0,74
1,39
33,33
134,95
266,92
418,23
373,47
235,84
69,80
2,10
1,14
1,01
0,83
0,79
0,60
0,53
0,59
0,48
0,36
0,43
0,45
0,46
0,51
0,63
0,59
5,46
93,13
254,34
377,97
414,46
355,96
269,51
104,06
3,52
0,81
0,75
0,51
0,43
0,40
0,60
0,76
0,75
0,70
0,66
0,57
0,69
0,48
0,53
0,60
2,31
60,81
213,20
357,94
420,36
308,70
193,91
66,21
3,61
0,61
0,47
0,35
0,27
0,22
0,18
0,18
0,18
0,19
0,15
0,15
0,18
0,23
0,37
0,42
4,04
57,40
142,95
200,85
231,93
221,34
142,73
42,05
1,72
0,73
0,60
0,46
0,40
0,40
0,30
0,40
0,48
0,72
0,69
0,68
0,63
0,81
0,78
0,57
0,92
28,50
125,52
177,09
250,39
279,54
208,56
66,87
2,80
0,62
0,49
0,37
0,25
0,20
0,19
0,17
0,20
0,21
0,17
0,17
0,16
0,26
0,46
0,48
2,71
61,71
203,24
396,03
517,67
532,46
373,33
120,60
8,80
1,05
0,94
0,85
0,65
0,64
0,48
0,48
0,54
0,59
0,39
