210,65
198,74
80,15
57,28
37,53
37,40
53,27
63,30
82,28
308,18
324,36
320,70
330,17
344,71
377,29
443,33
484,48
460,26
438,46
412,07
379,47
348,72
271,63
246,89
184,47
233,81
170,03
143,00
170,37
359,01
434,87
489,55
486,47
514,23
548,22
582,66
587,96
590,72
596,08
607,26
603,24
558,73
470,99
425,74
352,44
298,19
183,16
54,87
38,63
38,35
38,22
37,15
47,03
127,82
336,52
455,05
463,86
433,58
423,14
445,82
438,81
465,02
505,54
548,62
613,41
618,55
589,18
545,94
502,55
484,58
433,29
431,03
384,47
334,20
262,20
317,77
434,19
541,81
634,06
682,17
702,53
684,30
672,52
644,76
641,07
686,94
735,49
788,51
993,60
1078,77
932,23
772,55
745,86
707,45
662,48
650,30
608,19
582,92
565,43
575,67
600,83
687,66
876,54
1279,69
1164,81
1187,99
1065,32
1021,21
1001,31
1026,94
1356,10
1836,18
2040,72
1530,79
1006,31
892,89
757,07
723,03
665,11
621,59
607,33
585,35
571,71
571,93
584,16
587,69
625,30
666,87
696,36
735,36
759,18
749,57
718,25
699,68
720,08
777,24
823,70
784,34
750,13
696,58
664,54
655,12
605,35
642,57
615,05
580,54
568,09
557,25
560,71
569,96
588,81
617,14
641,71
657,83
674,33
682,47
652,79
640,84
664,38
705,42
766,76
785,82
772,35
749,60
695,98
680,01
625,49
649,06
628,92
610,27
590,06
585,36
612,36
703,36
829,02
903,33
887,47
834,74
775,72
719,02
703,73
763,62
813,27
936,15
972,87
969,71
910,86
851,86
766,98
745,72
682,40
657,71
649,36
634,14
627,72
639,51
666,07
809,53
925,54
994,06
902,04
844,45
789,17
747,69
752,16
831,62
895,81
963,32
1028,68
1028,05
973,07
897,04
833,18
792,15
724,34
665,90
647,04
646,81
642,04
643,60
664,11
812,00
950,75
1058,59
972,42
892,65
813,87
762,26
795,19
850,23
923,27
1004,11
1072,35
1044,09
985,54
894,93
818,56
779,26
692,66
684,27
660,70
650,71
614,39
611,18
666,44
761,23
871,53
1051,57
963,27
847,59
794,12
741,17
738,34
790,39
879,74
1024,35
1119,36
1019,43
986,76
882,30
799,42
745,79
725,06
678,89
657,86
635,49
631,09
628,93
631,24
673,74
881,13
1049,51
1006,41
909,84
855,55
797,76
768,68
779,56
820,28
894,85
950,78
939,59
890,90
803,95
704,03
658,96
623,11
552,41
558,14
549,20
532,19
538,68
475,15
428,87
460,67
500,80
546,66
537,04
529,29
521,61
474,78
506,39
511,61
527,79
553,45
565,30
550,46
544,80
528,91
475,01
466,64
477,42
463,18
469,29
477,35
482,27
486,22
501,95
534,39
572,28
605,09
601,29
610,31
599,50
574,52
590,25
613,89
645,96
685,03
705,76
635,81
589,58
586,15
562,21
500,17
511,38
487,57
477,78
462,65
466,64
520,01
596,22
625,23
740,52
747,90
707,55
673,10
625,37
612,62
630,15
666,99
745,14
813,45
861,85
825,23
769,23
693,16
667,36
644,54
609,59
607,10
597,18
583,68
578,68
622,39
785,95
1089,81
1493,62
1480,63
1371,59
1125,73
972,97
846,64
857,17
959,39
1005,56
1081,46
966,70
833,60
712,18
642,97
611,87
579,43
511,72
507,87
501,25
494,50
492,63
492,46
509,80
593,15
715,93
767,16
797,29
813,33
877,84
907,59
907,89
935,63
958,75
1047,94
921,69
852,26
818,85
753,89
703,10
627,71
606,58
575,78
561,53
558,70
578,54
604,12
681,12
831,97
938,92
911,18
827,12
805,12
697,72
653,49
644,62
702,94
742,25
780,73
770,14
705,03
648,65
605,09
577,49
532,00
510,09
487,27
477,65
468,03
472,21
491,08
564,83
649,97
776,65
768,32
711,63
644,62
578,58
552,27
565,92
606,75
693,29
762,98
719,56
600,63
557,31
536,00
517,93
488,57
496,91
477,68
478,29
465,34
465,45
460,50
472,00
503,70
557,97
583,84
540,91
533,16
511,37
519,15
547,31
589,96
